ko	og	count
K16903	457006at2759	9
K16903	544719at2759	7
K16903	707551at2759	31
K16903	734452at2759	37
K11712		
K22355		
K13989	1482186at2759	197
K13989	1609512at2759	50
K07696		
K17328		
K10417	910690at2759	16
K22335		
K04810	845098at2759	71
K10099	922544at2759	55
K23487		
K08555	146963at2759	8
K12688		
K04262	972015at2759	76
K16794	425951at2759	29
K16794	995692at2759	23
K13524	289012at2759	5
K13524	566705at2759	18
K13844	828004at2759	2
K23662		
K16880		
K21361	1378769at2759	23
K09283	1119076at2759	3
K09283	1480340at2759	2
K09283	1628386at2759	1
K09283	1628458at2759	5
K25123		
K24679		
K15240		
K25484		
K13466	826997at2759	952
K22632		
K15600		
K11787	105366at2759	26
K03141	946128at2759	21
K24324		
K12901		
K05700	270073at2759	14
K04805	381858at2759	101
K09663	791893at2759	43
K09663	868849at2759	50
K10597	194967at2759	37
K10597	52646at2759	1
K03588		
K16372		
K06847	1300661at2759	30
K06821	90434at2759	83
K01644		
K02683		
K19609		
K10852	872824at2759	6
K00553	1054662at2759	68
K12238		
K12160	1357138at2759	4
K12160	1583700at2759	63
K12160	1622777at2759	1
K12160	594067at2759	47
K12160	979809at2759	7
K00201		
K06754	1391945at2759	1
K06754	173520at2759	13
K06754	45439at2759	22
K12651		
K16042		
K06125	1343847at2759	24
K06125	245118at2759	41
K06125	682722at2759	20
K10558		
K19708	1344250at2759	111
K04730	1256213at2759	12
K04730	1515085at2759	17
K04730	1523117at2759	3
K04730	284114at2759	20
K04730	287114at2759	30
K04730	332099at2759	23
K04730	335055at2759	18
K04730	58906at2759	36
K04730	655780at2759	2
K04730	684563at2759	1307
K04730	826997at2759	952
K02307	1194348at2759	27
K02307	1397508at2759	1
K02307	1435736at2759	1
K02307	1449254at2759	1
K02307	288077at2759	188
K18030		
K08687		
K10416	1106937at2759	35
K10416	1299592at2759	27
K10416	424591at2759	1
K17048		
K18887		
K19614	1124079at2759	400
K19614	1278034at2759	22
K04631	754573at2759	211
K21192		
K12723		
K01394	1075463at2759	248
K06533	259069at2759	9
K12380	145372at2759	60
K08691		
K05436	1389326at2759	4
K06797	191117at2759	20
K02548	1470215at2759	3
K06592	1060533at2759	7
K06592	509401at2759	33
K06592	559275at2759	3
K06642	26975at2759	55
K06642	80538at2759	43
K14712	657777at2759	108
K01624	1284023at2759	3
K01624	773537at2759	3
K03937	1507807at2759	21
K03937	1554958at2759	1
K03259	1343143at2759	11
K03259	1394271at2759	97
K03259	243095at2759	37
K10831		
K18211	1197028at2759	26
K18211	1358184at2759	25
K18211	1465496at2759	1
K18211	1701546at2759	1
K02618	1405423at2759	36
K00301		
K02188		
K22227		
K11781		
K10544		
K19616		
K11407	1484694at2759	90
K11407	993645at2759	7
K04003	1110574at2759	3
K15541	872739at2759	67
K09525	1106865at2759	25
K09525	1401920at2759	31
K11157	1204225at2759	57
K16369	170424at2759	2
K12556		
K13920		
K10951	251112at2759	14
K10951	254933at2759	41
K10951	515568at2759	20
K05467	357340at2759	85
K06093	1271285at2759	3
K06093	1496904at2759	1
K06093	400525at2759	10
K06093	825211at2759	28
K14342	1148347at2759	67
K11519	1609512at2759	50
K07699		
K17035		
K09733		
K19211		
K10687	1302735at2759	39
K03111	1304218at2759	21
K15078	1171480at2759	1
K15078	131301at2759	4
K15078	844266at2759	24
K15078	992188at2759	26
K02650		
K03119	1031180at2759	2
K03119	1184498at2759	4
K03119	694257at2759	6
K10593	383586at2759	2
K10593	60022at2759	1
K10593	717at2759	32
K06452	1466902at2759	11
K08354		
K03194	1314811at2759	1072
K05497	1177863at2759	9
K05497	529268at2759	1
K05497	892873at2759	20
K06253	1565775at2759	6
K06253	1791535at2759	1
K16314	868959at2759	1
K09414	1154048at2759	155
K09414	1204135at2759	1
K01631		
K15308	1500830at2759	6
K15308	1541140at2759	45
K15308	562923at2759	2
K15308	757651at2759	1
K11026		
K25330		
K18202	145181at2759	97
K01227	722800at2759	19
K14519		
K02815		
K12155	702827at2759	1009
K10356	122881at2759	113
K10356	1539284at2759	1
K10356	311886at2759	122
K22601		
K10540		
K07765	1012405at2759	15
K07765	1318335at2759	5223
K04521	753343at2759	360
K13838	94113at2759	1
K05642	1097883at2759	15
K05642	131191at2759	165
K05642	1535913at2759	1
K07307		
K02882	1265349at2759	34
K02882	747023at2759	26
K02882	753343at2759	360
K03125	103411at2759	37
K05863	1173026at2759	24
K05863	1186395at2759	23
K05863	1253450at2759	60
K05863	1299789at2759	43
K05863	1442608at2759	1
K05863	1573725at2759	1
K05863	442523at2759	51
K05863	870903at2759	67
K23946		
K12593	1436304at2759	13
K12593	1467583at2759	3
K23891		
K14568	1266231at2759	21
K14568	881262at2759	73
K03629		
K21362	404674at2759	21
K21362	408001at2759	170
K19341		
K17116		
K10919		
K15991		
K19890		
K12912		
K24277		
K22334		
K21925	401091at2759	9
K21221		
K13587		
K20152		
K03585		
K09081	1442051at2759	1
K09081	1524429at2759	22
K09081	1545499at2759	18
K09081	1599854at2759	2
K10403	398790at2759	1
K10403	787964at2759	16
K06361		
K20265		
K07213	1455604at2759	6
K07213	1527306at2759	21
K07213	1564517at2759	38
K07213	464614at2759	64
K05447	1429532at2759	19
K00691		
K12398	1314811at2759	1072
K12398	928391at2759	28
K06246	156553at2759	28
K10161	263937at2759	6
K04378	1125296at2759	8
K04378	1214855at2759	1
K04378	1425641at2759	1
K04378	755568at2759	2
K04378	876150at2759	1
K04378	911037at2759	1
K21929		
K22440	817726at2759	145
K02885		
K15040	1404041at2759	21
K15040	614710at2759	178
K15040	938262at2759	77
K09234	1318335at2759	5223
K05913		
K05209	188544at2759	473
K03072		
K02461		
K23081		
K06575	1500024at2759	1
K06575	1548637at2759	1
K06563	1118305at2759	15
K06563	1232767at2759	27
K06563	1341815at2759	21
K06563	1446150at2759	11
K06563	1509611at2759	268
K06563	1553587at2759	1
K06563	945977at2759	11
K06563	988771at2759	17
K09735		
K09711		
K00381	463531at2759	4
K00381	55041at2759	5
K00381	57488at2759	1
K21097	1546916at2759	10
K21097	1575018at2759	95
K11041		
K21655		
K16989		
K05215	1128763at2759	64
K01432	992858at2759	31
K02812		
K15159	493637at2759	11
K01679	1022919at2759	30
K01679	904932at2759	28
K11961		
K05087	206803at2759	3
K05087	223327at2759	35
K15995		
K14263	992858at2759	31
K12618	1601111at2759	2
K12618	685597at2759	49
K18073		
K16692		
K14075	534956at2759	93
K14075	930723at2759	3
K01582		
K25056		
K13431	804839at2759	26
K12702		
K07995	1075463at2759	248
K10573	1292821at2759	38
K10573	190347at2759	2
K15036		
K11229	1290401at2759	185
K11229	55144at2759	69
K11229	695382at2759	67
K11229	801642at2759	22
K12464	1195799at2759	170
K24204		
K05435	1578920at2759	4
K17371		
K19762	684058at2759	89
K00103	1134169at2759	42
K14536	1016546at2759	79
K14536	140796at2759	89
K08665	1314811at2759	1072
K06445		
K25653		
K22480		
K02936	1046610at2759	64
K02936	1200503at2759	28
K02936	1863016at2759	1
K11631		
K12747		
K00332		
K16850		
K20087		
K15089		
K01616		
K06167	1280956at2759	12
K12614	583315at2759	31
K05438	1190548at2759	15
K06618	113612at2759	54
K14305	658269at2759	18
K24567		
K02821	1370439at2759	46
K00741	1037602at2759	221
K02951	1474866at2759	29
K02951	154060at2759	2
K22639		
K00057		
K09034	1269564at2759	5
K09034	1440552at2759	6
K09034	1509232at2759	1
K09034	1512667at2759	1
K09034	1544557at2759	6
K09034	1607258at2759	2
K15656		
K18466	1476901at2759	14
K18466	411011at2759	23
K18466	987411at2759	38
K00020	1139836at2759	20
K00020	1358010at2759	117
K00020	812358at2759	44
K00020	885724at2759	11
K14685	1194102at2759	1
K14685	334057at2759	32
K14685	655769at2759	2
K14685	996085at2759	42
K20408	27030at2759	1
K20408	590848at2759	35
K15955		
K25203		
K20559	1152269at2759	15
K20559	702827at2759	1009
K20381		
K03045		
K16973		
K05584		
K25333		
K08479		
K18150		
K16064	1205949at2759	50
K14277		
K00695	115766at2759	7
K00695	1294849at2759	1
K00695	1516283at2759	15
K00695	153947at2759	7
K00695	170782at2759	4
K00695	482876at2759	12
K21291	702827at2759	1009
K00326	1311668at2759	83
K00326	1339653at2759	3
K00326	1469122at2759	12
K00326	166846at2759	13
K00326	696109at2759	23
K00944	1004067at2759	79
K00944	730627at2759	22
K10537		
K13719	1327072at2759	22
K13719	1385616at2759	97
K13719	1448656at2759	65
K13719	264244at2759	93
K13719	484727at2759	10
K17632	145372at2759	60
K10956	1562683at2759	121
K10956	482911at2759	37
K10956	912533at2759	4
K05603		
K07969	1201618at2759	93
K04659	120983at2759	49
K04659	1428226at2759	83
K04659	36252at2759	4
K04659	6293at2759	11
K05815		
K20571		
K12110		
K09279	1130963at2759	5
K09279	562214at2759	27
K00844	1153545at2759	92
K00844	989267at2759	1
K14626		
K22679		
K11315	1026409at2759	15
K11315	960696at2759	20
K12700		
K04099		
K02128	1564365at2759	35
K02128	1606156at2759	1
K02128	1774794at2759	1
K01704	1358801at2759	6
K01704	265826at2759	13
K03264	1157302at2759	25
K03264	1619527at2759	10
K03264	243095at2759	37
K03264	421095at2759	8
K03348	738153at2759	29
K16158		
K09001		
K04035	930662at2759	6
K10781	1191257at2759	2
K10781	602729at2759	19
K25312		
K07769		
K13237	1105725at2759	32
K13237	1226147at2759	59
K01843	851674at2759	1
K23890		
K16834	1511387at2759	18
K18098		
K12307	685352at2759	40
K04544	1581168at2759	73
K00382	581771at2759	92
K05764	1632292at2759	12
K05764	1636375at2759	1
K05764	1643643at2759	1
K04113		
K08262		
K01793	561819at2759	14
K20411	1260193at2759	19
K04590	651627at2759	117
K14970	799417at2759	10
K13224	702827at2759	1009
K01024	712400at2759	73
K17451	875190at2759	39
K21944	145617at2759	16
K04128		
K15616	1030296at2759	41
K15616	1150654at2759	1
K15616	454983at2759	1
K15616	520613at2759	1
K01601	1548094at2759	341
K01601	474428at2759	5
K17834	759341at2759	18
K14237		
K14624	1575018at2759	95
K21836		
K02554		
K12799	1494108at2759	13
K14738	638341at2759	35
K01055		
K00856	1226324at2759	38
K00856	1230087at2759	7
K06539	1087343at2759	8
K25024		
K08854	826336at2759	53
K12562	1090526at2759	27
K12562	1366218at2759	31
K12562	1577081at2759	31
K12562	788657at2759	56
K12562	790920at2759	1
K12562	807060at2759	25
K12562	933937at2759	158
K12562	98339at2759	10
K22090		
K05821	1241781at2759	18
K16269		
K16050		
K14552	1437651at2759	23
K05988		
K11423	1316920at2759	7
K11423	453286at2759	4
K11423	45878at2759	1
K11423	507784at2759	56
K11423	753093at2759	74
K11423	875190at2759	39
K00960	1019846at2759	3
K00960	1135550at2759	6
K00960	135329at2759	29
K16972		
K14466		
K10011		
K15967		
K02062	1596502at2759	7
K05425	1179405at2759	14
K09996		
K16792		
K05221	1128763at2759	64
K11649	132523at2759	72
K11649	683891at2759	50
K11099	1593201at2759	46
K11099	1594132at2759	25
K18312		
K00200		
K00955		
K19182	978998at2759	33
K14682	1224477at2759	9
K12813	1176413at2759	1
K12813	354219at2759	182
K12813	583605at2759	1038
K12813	614605at2759	4
K13993	1128973at2759	30
K13993	1187096at2759	203
K13993	1253917at2759	3
K13993	1348150at2759	4
K13993	1384644at2759	1
K13993	936235at2759	1
K00387	1469122at2759	12
K00387	166846at2759	13
K00387	359795at2759	31
K00387	804989at2759	22
K07102		
K13229	755305at2759	120
K08866	172948at2759	17
K08866	384291at2759	3
K08866	826336at2759	53
K03331	1051625at2759	40
K21344		
K23352		
K21105		
K05367		
K23447		
K08660	733473at2759	39
K01189	472260at2759	3
K01189	964130at2759	45
K14964	444178at2759	24
K14964	792158at2759	1
K18890		
K03066	1362679at2759	44
K03066	571919at2759	151
K03066	724242at2759	71
K10024		
K13761	707303at2759	14
K13761	904682at2759	363
K14714	657777at2759	108
K01327	1314811at2759	1072
K06255	414294at2759	45
K06255	53940at2759	54
K05219	1128763at2759	64
K06048		
K17651		
K19559	1174178at2759	368
K19559	1325427at2759	1
K00669	1185856at2759	39
K00669	1528352at2759	12
K18153		
K11252	1379316at2759	9
K11252	1536672at2759	313
K11252	1561434at2759	1
K11252	1564596at2759	404
K11252	159407at2759	113
K11252	1810567at2759	1
K11252	392727at2759	7
K11252	866496at2759	48
K01652	1132247at2759	21
K01652	330201at2759	35
K08171	621600at2759	16
K08171	713013at2759	1
K08171	916876at2759	250
K07789		
K09543	1187096at2759	203
K14473		
K24282		
K01231	1101882at2759	30
K01231	201312at2759	39
K01231	85892at2759	16
K20343		
K15061		
K17630	145372at2759	60
K19826		
K16254		
K02358	1548094at2759	341
K02358	491836at2759	29
K02358	616182at2759	16
K15305	1170178at2759	1
K15305	306227at2759	29
K15305	470341at2759	15
K12420		
K19007	959325at2759	67
K05725	43729at2759	28
K07531	1395905at2759	9
K07967	1201618at2759	93
K05550		
K10652	1055494at2759	6
K10652	1097558at2759	48
K10652	1267629at2759	1
K10652	1321747at2759	14
K10652	1487641at2759	2
K10652	1510545at2759	89
K10652	209218at2759	8
K10652	304489at2759	62
K10652	334467at2759	2
K10652	371804at2759	13
K10652	373692at2759	4
K10652	548453at2759	4
K10652	751018at2759	11
K10652	928466at2759	1
K10652	990568at2759	13
K03968	1377258at2759	15
K03968	1606491at2759	10
K03968	649559at2759	66
K21793		
K09814		
K03504	1384221at2759	1
K03504	1393213at2759	1
K03504	1482882at2759	1
K03504	1550733at2759	12
K03504	400911at2759	25
K03504	623996at2759	6
K01745	1541478at2759	2
K01745	923557at2759	45
K06484	743479at2759	97
K25435		
K04836	56920at2759	61
K01810	1036414at2759	18
K01810	1371619at2759	22
K01810	388216at2759	46
K01810	446616at2759	28
K13987	1466354at2759	18
K17984	1273395at2759	1
K11405	732770at2759	78
K13039		
K18690		
K00368		
K09953		
K13789	981769at2759	38
K12851	1182767at2759	16
K07206	131264at2759	13
K25584		
K01985		
K03357	1588694at2759	21
K03357	804390at2759	1
K03357	883458at2759	1
K21725		
K16962		
K23550		
K14024	627025at2759	1
K10839	1035172at2759	1
K10839	1260050at2759	47
K10839	1586605at2759	15
K19280		
K02934	1227453at2759	33
K02934	1340705at2759	7
K01686		
K13082	848823at2759	79
K13082	992332at2759	142
K02541	266497at2759	169
K22670		
K03883	526738at2759	21
K16669	106015at2759	1
K16669	12779at2759	43
K16669	1342242at2759	20
K16669	17702at2759	13
K16669	23882at2759	34
K16669	331461at2759	1
K16669	34489at2759	40
K16669	47568at2759	2
K16669	770906at2759	34
K16669	82835at2759	32
K16669	86162at2759	3
K07249	153834at2759	112
K07249	899961at2759	38
K00140	366744at2759	34
K00140	608999at2759	20
K00140	707551at2759	31
K18819	1424146at2759	55
K18819	818680at2759	17
K04706	1131748at2759	1
K04706	1205949at2759	50
K04706	141085at2759	10
K04706	241422at2759	4
K04706	560906at2759	1
K09521	972481at2759	13
K16132		
K11352	1394421at2759	18
K11352	1475919at2759	21
K10564		
K09007		
K18351		
K06479	1164443at2759	2
K06479	986849at2759	23
K20724	1360050at2759	17
K20724	1519142at2759	3
K20724	957470at2759	7
K11092	1166982at2759	1
K11092	1447031at2759	39
K11092	79816at2759	11
K02728	1222564at2759	186
K05630	167687at2759	54
K15762		
K25338		
K07821		
K20457	1450344at2759	22
K20457	840266at2759	36
K20457	871944at2759	2
K10823		
K21009		
K24258		
K07920	1081271at2759	21
K07920	1340129at2759	165
K23559		
K10215		
K14312	1239402at2759	1
K14312	140051at2759	28
K02033		
K05448		
K08791		
K17369		
K06211		
K24558		
K21322		
K09845		
K13890		
K13280	1486616at2759	35
K13280	155795at2759	1
K20225	14207at2759	14
K18209		
K25026		
K01187	100626at2759	33
K01187	1384693at2759	45
K01187	151244at2759	73
K01187	238940at2759	30
K01187	665362at2759	71
K01187	904682at2759	363
K06051	1380580at2759	10
K06051	210304at2759	5
K06051	312963at2759	2
K06051	394787at2759	4
K06051	406049at2759	24
K06051	7525at2759	56
K06051	932311at2759	2
K10645	1115202at2759	175
K10645	123506at2759	1
K10645	1514637at2759	164
K10645	220300at2759	26
K10645	24404at2759	5
K10645	256080at2759	11
K10645	350330at2759	1
K10645	39893at2759	5
K10645	432076at2759	4
K10645	658399at2759	2
K10645	97234at2759	5
K01259	1061420at2759	32
K01259	1524113at2759	9
K01259	1555935at2759	40
K01259	60843at2759	16
K01259	898586at2759	7
K17244		
K01060		
K11088	1534014at2759	1
K11088	1584810at2759	24
K11088	1618204at2759	18
K00568	1542938at2759	25
K10925		
K00249	1028522at2759	30
K00249	589058at2759	117
K00249	819314at2759	42
K02575	542533at2759	25
K02575	619250at2759	63
K02575	621600at2759	16
K02575	763423at2759	71
K01697	1016546at2759	79
K02909	1357476at2759	33
K02909	1618951at2759	4
K22622		
K20328		
K05253	1160959at2759	9
K03572		
K03544	1040247at2759	33
K07818	360042at2759	19
K07818	679303at2759	2
K07818	865931at2759	5
K20572		
K03938	1549192at2759	21
K00762	1372586at2759	4
K12931		
K07603	718661at2759	9
K17636	940219at2759	45
K12383	1349629at2759	1
K12383	1548356at2759	77
K18655	608788at2759	37
K12620	1508864at2759	25
K12620	906152at2759	6
K12620	978451at2759	1
K15780		
K11081		
K00362		
K05205	188544at2759	473
K16146		
K03417	1003512at2759	18
K14139	688334at2759	71
K21329		
K00873	1614355at2759	1
K00873	268345at2759	19
K00873	404266at2759	1
K00873	594270at2759	1
K00873	660707at2759	1
K00873	933620at2759	79
K15807		
K13540		
K11101	1190129at2759	22
K11101	210960at2759	63
K01513	1537610at2759	27
K01513	999163at2759	91
K02697	1629095at2759	4
K11124	1206578at2759	8
K11124	1225441at2759	10
K11124	184090at2759	12
K11124	556396at2759	32
K13338	1171861at2759	19
K18074		
K17996		
K13998	1197342at2759	22
K09088	1095795at2759	6
K12648	625338at2759	1
K12648	628980at2759	1
K12648	887440at2759	5
K20593		
K20118		
K21226		
K05407	1617719at2759	17
K05407	1618797at2759	22
K23486		
K08763	1201127at2759	83
K13553		
K11637		
K12979		
K15514		
K13359	1606794at2759	10
K05083	81952at2759	46
K04345	1092113at2759	24
K04345	1132245at2759	103
K04345	1258730at2759	1
K04345	1290401at2759	185
K04345	1534092at2759	47
K04345	289035at2759	7
K04345	367841at2759	32
K04345	401933at2759	135
K04345	529293at2759	11
K04345	614710at2759	178
K04345	668916at2759	71
K04345	759391at2759	183
K04345	963519at2759	72
K21215		
K08679	1454256at2759	32
K08679	662484at2759	76
K08679	930591at2759	112
K08679	932513at2759	6
K08679	992332at2759	142
K20015	596515at2759	7
K12315	649708at2759	333
K00887		
K02965	1503827at2759	11
K02965	1579773at2759	127
K22455	1552653at2759	9
K22455	925149at2759	2
K08032	1152885at2759	24
K16554		
K02993	1289550at2759	37
K02993	866891at2759	18
K18821		
K22086		
K06598		
K17830		
K02270	1548349at2759	29
K04780		
K21683		
K04584	651627at2759	117
K23668		
K17311		
K01895	1642360at2759	2
K01895	167817at2759	3
K01895	288915at2759	57
K01895	527862at2759	3
K01895	683933at2759	121
K01895	899666at2759	24
K07755	1025394at2759	21
K07755	785883at2759	103
K08052	302005at2759	2
K08052	9686at2759	15
K06365		
K12824	1112854at2759	29
K12824	1388955at2759	29
K03108	743414at2759	24
K16338	1507361at2759	9
K16338	1780343at2759	1
K20536	741207at2759	243
K04975	693004at2759	67
K09526	639380at2759	41
K09526	826336at2759	53
K15512		
K16045		
K12905		
K23573		
K12809		
K00390	834258at2759	10
K15172	112998at2759	1
K15172	1474417at2759	10
K15172	828863at2759	30
K20589		
K15143	1549016at2759	12
K03374	817470at2759	36
K06112	1522834at2759	31
K06112	284488at2759	59
K21275		
K01476	1179130at2759	25
K01476	921352at2759	23
K01476	930087at2759	1
K22709		
K20606	1290401at2759	185
K20606	1298341at2759	7
K20606	226722at2759	28
K20606	361120at2759	10
K20606	481549at2759	1
K10357	1115202at2759	175
K10357	1119619at2759	1
K10357	122881at2759	113
K10357	23029at2759	12
K10357	311886at2759	122
K10357	398229at2759	5
K10357	47111at2759	158
K10357	482623at2759	29
K10357	62509at2759	1
K10234		
K15859	1154048at2759	155
K11522		
K12087		
K06065	12227at2759	20
K06065	87491at2759	4
K10917		
K14138		
K08047	363718at2759	35
K20170		
K03407		
K04869	1117127at2759	37
K12794	115953at2759	39
K13488		
K02895	1007373at2759	25
K02895	571919at2759	151
K02895	892454at2759	28
K09036	1395389at2759	64
K05072	617812at2759	7
K11080		
K05709		
K24259		
K11808	945274at2759	10
K06366		
K12487	349344at2759	21
K12487	897391at2759	76
K05754	1565115at2759	31
K20701	1420361at2759	1
K10602	711255at2759	9
